Device,Core,Index,Time,PID,Event,RWBS,Offset,Length,Process
"8,0",14,4595,8.361712836,944939,U,N,,,kworker/u48:1
"8,0",14,4596,8.361712920,944939,I,W,248000600,2560,kworker/u48:1
"8,0",14,4597,8.361713639,944939,D,W,248000600,2560,kworker/u48:1
"8,0",14,4598,8.361714111,944939,P,N,,,kworker/u48:1
"8,0",14,4599,8.361714468,944939,X,W,248005720,248008280,kworker/u48:1
"8,0",14,4600,8.361714589,944939,G,W,248005720,2560,kworker/u48:1
"8,0",14,4601,8.361714644,944939,U,N,,,kworker/u48:1
"8,0",14,4602,8.361714698,944939,I,W,248003160,2560,kworker/u48:1
"8,0",14,4603,8.361715304,944939,D,W,248003160,2560,kworker/u48:1
"8,0",14,4604,8.361715643,944939,P,N,,,kworker/u48:1
"8,0",14,4605,8.361715996,944939,X,W,248008280,248010840,kworker/u48:1
"8,0",14,4606,8.361716133,944939,G,W,248008280,2560,kworker/u48:1
"8,0",14,4607,8.361716174,944939,U,N,,,kworker/u48:1
"8,0",14,4608,8.361716255,944939,I,W,248005720,2560,kworker/u48:1
"8,0",14,4609,8.361716694,944939,D,W,248005720,2560,kworker/u48:1
"8,0",14,4610,8.361716986,944939,P,N,,,kworker/u48:1
"8,0",14,4611,8.361717353,944939,X,W,248010840,248013400,kworker/u48:1
"8,0",14,4612,8.361717466,944939,G,W,248010840,2560,kworker/u48:1
"8,0",14,4613,8.361717507,944939,U,N,,,kworker/u48:1
"8,0",14,4614,8.361717548,944939,I,W,248008280,2560,kworker/u48:1
"8,0",14,4615,8.361717988,944939,D,W,248008280,2560,kworker/u48:1
"8,0",14,4616,8.361718249,944939,P,N,,,kworker/u48:1
"8,0",14,4617,8.361718639,944939,X,W,248013400,248015960,kworker/u48:1
"8,0",14,4618,8.361718854,944939,UT,N,,,kworker/u48:1
"8,0",14,4619,8.361718911,944939,I,W,248010840,2560,kworker/u48:1
"8,0",14,4620,8.361722794,259,D,W,248010840,2560,kworker/14:1H
"8,0",10,2574,8.368720438,0,C,W,248003160,2560,0
"8,0",10,2575,8.371244784,0,C,W,248005720,2560,0
"8,0",10,2576,8.373795560,0,C,W,248008280,2560,0
"8,0",10,2577,8.376174989,0,C,W,248010840,2560,0
"8,0",10,2578,8.378862359,0,C,W,248013400,2560,0
"8,0",10,2579,8.381417986,0,C,W,248015960,2560,0
"8,0",10,2580,8.383883947,0,C,W,248018520,2560,0
"8,0",10,2581,8.386349387,0,C,W,248021080,2560,0
"8,0",10,2582,8.388803096,0,C,W,248023640,2560,0
"8,0",10,2583,8.391254796,0,C,W,248026200,2560,0
"8,0",10,2584,8.393944796,0,C,W,248028760,2560,0
"8,0",10,2585,8.396404900,0,C,W,248031320,2560,0
"8,0",10,2586,8.398859976,0,C,W,248033880,2560,0
"8,0",10,2587,8.401325090,0,C,W,248036440,2560,0
"8,0",10,2588,8.403773147,0,C,W,248039000,2560,0
"8,0",10,2589,8.406183116,0,C,W,248041560,2560,0
"8,0",10,2590,8.408858064,0,C,W,248044120,2560,0
"8,0",10,2591,8.411323874,0,C,W,248046680,2560,0
"8,0",10,2592,8.413780452,0,C,W,248049240,2560,0
"8,0",10,2593,8.416244924,0,C,W,248051800,2560,0
"8,0",14,4621,8.376275743,944939,G,W,248013400,2560,kworker/u48:1
"8,0",14,4622,8.376277657,944939,P,N,,,kworker/u48:1
"8,0",14,4623,8.376287178,944939,X,W,248015960,248018520,kworker/u48:1
"8,0",14,4624,8.376290900,944939,G,W,248015960,2560,kworker/u48:1
"8,0",14,4625,8.376291785,944939,U,N,,,kworker/u48:1
"8,0",14,4626,8.376293241,944939,I,W,248013400,2560,kworker/u48:1
"8,0",14,4627,8.376308812,944939,D,W,248013400,2560,kworker/u48:1
"8,0",14,4628,8.376318205,944939,P,N,,,kworker/u48:1
"8,0",14,4629,8.376320820,944939,X,W,248018520,248021080,kworker/u48:1
"8,0",14,4630,8.376321992,944939,G,W,248018520,2560,kworker/u48:1
"8,0",14,4631,8.376322370,944939,U,N,,,kworker/u48:1
"8,0",14,4632,8.376322738,944939,I,W,248015960,2560,kworker/u48:1
"8,0",14,4633,8.376327071,944939,D,W,248015960,2560,kworker/u48:1
"8,0",14,4634,8.376329810,944939,P,N,,,kworker/u48:1
"8,0",14,4635,8.376333407,944939,X,W,248021080,248023640,kworker/u48:1
"8,0",14,4636,8.376334019,944939,G,W,248021080,2560,kworker/u48:1
"8,0",14,4637,8.376334237,944939,U,N,,,kworker/u48:1
"8,0",14,4638,8.376334486,944939,I,W,248018520,2560,kworker/u48:1
"8,0",14,4639,8.376336967,944939,D,W,248018520,2560,kworker/u48:1
"8,0",14,4640,8.376338310,944939,P,N,,,kworker/u48:1
"8,0",14,4641,8.376339899,944939,X,W,248023640,248026200,kworker/u48:1
"8,0",14,4642,8.376340516,944939,G,W,248023640,2560,kworker/u48:1
"8,0",14,4643,8.376340743,944939,U,N,,,kworker/u48:1
"8,0",14,4644,8.376340993,944939,I,W,248021080,2560,kworker/u48:1
"8,0",14,4645,8.376343113,944939,D,W,248021080,2560,kworker/u48:1
"8,0",14,4646,8.376344508,944939,P,N,,,kworker/u48:1
"8,0",14,4647,8.376346134,944939,X,W,248026200,248028760,kworker/u48:1
"8,0",14,4648,8.376346751,944939,G,W,248026200,2560,kworker/u48:1
"8,0",14,4649,8.376346975,944939,U,N,,,kworker/u48:1
"8,0",14,4650,8.376347217,944939,I,W,248023640,2560,kworker/u48:1
"8,0",14,4651,8.376349603,944939,D,W,248023640,2560,kworker/u48:1
"8,0",14,4652,8.376351222,944939,P,N,,,kworker/u48:1
"8,0",14,4653,8.376352512,944939,X,W,248028760,248031320,kworker/u48:1
"8,0",14,4654,8.376353511,944939,UT,N,,,kworker/u48:1
"8,0",14,4655,8.376353753,944939,I,W,248026200,2560,kworker/u48:1
"8,0",14,4656,8.376371542,259,D,W,248026200,2560,kworker/14:1H
"8,0",14,4657,8.391353640,944939,G,W,248028760,2560,kworker/u48:1
"8,0",14,4658,8.391355669,944939,P,N,,,kworker/u48:1
"8,0",14,4659,8.391364381,944939,X,W,248031320,248033880,kworker/u48:1
"8,0",14,4660,8.391367599,944939,G,W,248031320,2560,kworker/u48:1
"8,0",14,4661,8.391368571,944939,U,N,,,kworker/u48:1
"8,0",14,4662,8.391369737,944939,I,W,248028760,2560,kworker/u48:1
"8,0",14,4663,8.391381871,944939,D,W,248028760,2560,kworker/u48:1
"8,0",14,4664,8.391389631,944939,P,N,,,kworker/u48:1
"8,0",14,4665,8.391391033,944939,X,W,248033880,248036440,kworker/u48:1
"8,0",14,4666,8.391391814,944939,G,W,248033880,2560,kworker/u48:1
"8,0",14,4667,8.391392119,944939,U,N,,,kworker/u48:1
"8,0",14,4668,8.391392366,944939,I,W,248031320,2560,kworker/u48:1
"8,0",14,4669,8.391394868,944939,D,W,248031320,2560,kworker/u48:1
"8,0",14,4670,8.391396421,944939,P,N,,,kworker/u48:1
"8,0",14,4671,8.391397931,944939,X,W,248036440,248039000,kworker/u48:1
"8,0",14,4672,8.391398545,944939,G,W,248036440,2560,kworker/u48:1
"8,0",14,4673,8.391398775,944939,U,N,,,kworker/u48:1
"8,0",14,4674,8.391399028,944939,I,W,248033880,2560,kworker/u48:1
"8,0",14,4675,8.391401556,944939,D,W,248033880,2560,kworker/u48:1
"8,0",14,4676,8.391403171,944939,P,N,,,kworker/u48:1
"8,0",14,4677,8.391405093,944939,X,W,248039000,248041560,kworker/u48:1
"8,0",14,4678,8.391405718,944939,G,W,248039000,2560,kworker/u48:1
"8,0",14,4679,8.391405953,944939,U,N,,,kworker/u48:1
"8,0",14,4680,8.391406194,944939,I,W,248036440,2560,kworker/u48:1
"8,0",14,4681,8.391408129,944939,D,W,248036440,2560,kworker/u48:1
"8,0",14,4682,8.391409588,944939,P,N,,,kworker/u48:1
"8,0",14,4683,8.391411609,944939,X,W,248041560,248044120,kworker/u48:1
"8,0",14,4684,8.391412229,944939,G,W,248041560,2560,kworker/u48:1
"8,0",14,4685,8.391412452,944939,U,N,,,kworker/u48:1
"8,0",14,4686,8.391412684,944939,I,W,248039000,2560,kworker/u48:1
"8,0",14,4687,8.391414908,944939,D,W,248039000,2560,kworker/u48:1
"8,0",14,4688,8.391416474,944939,P,N,,,kworker/u48:1
"8,0",14,4689,8.391418077,944939,X,W,248044120,248046680,kworker/u48:1
"8,0",14,4690,8.391419101,944939,UT,N,,,kworker/u48:1
"8,0",14,4691,8.391419380,944939,I,W,248041560,2560,kworker/u48:1
"8,0",14,4692,8.391437985,259,D,W,248041560,2560,kworker/14:1H
"8,0",14,4693,8.406275112,944939,G,W,248044120,2560,kworker/u48:1
"8,0",14,4694,8.406277612,944939,P,N,,,kworker/u48:1
"8,0",14,4695,8.406285075,944939,X,W,248046680,248049240,kworker/u48:1
"8,0",14,4696,8.406288063,944939,G,W,248046680,2560,kworker/u48:1
"8,0",14,4697,8.406288794,944939,U,N,,,kworker/u48:1
"8,0",14,4698,8.406289969,944939,I,W,248044120,2560,kworker/u48:1
"8,0",14,4699,8.406302970,944939,D,W,248044120,2560,kworker/u48:1
"8,0",14,4700,8.406311613,944939,P,N,,,kworker/u48:1
"8,0",14,4701,8.406314347,944939,X,W,248049240,248051800,kworker/u48:1
"8,0",14,4702,8.406315540,944939,G,W,248049240,2560,kworker/u48:1
"8,0",14,4703,8.406315944,944939,U,N,,,kworker/u48:1
"8,0",14,4704,8.406316347,944939,I,W,248046680,2560,kworker/u48:1
"8,0",14,4705,8.406321134,944939,D,W,248046680,2560,kworker/u48:1
"8,0",14,4706,8.406324898,944939,P,N,,,kworker/u48:1
"8,0",14,4707,8.406326689,944939,X,W,248051800,248054360,kworker/u48:1
"8,0",14,4708,8.406330296,944939,G,W,248051800,2560,kworker/u48:1
"8,0",14,4709,8.406330515,944939,U,N,,,kworker/u48:1
"8,0",14,4710,8.406330765,944939,I,W,248049240,2560,kworker/u48:1
"8,0",14,4711,8.406333080,944939,D,W,248049240,2560,kworker/u48:1
"8,0",14,4712,8.406334838,944939,P,N,,,kworker/u48:1
"8,0",14,4713,8.406336182,944939,X,W,248054360,248056920,kworker/u48:1
"8,0",14,4714,8.406336791,944939,G,W,248054360,2560,kworker/u48:1
"8,0",14,4715,8.406337015,944939,U,N,,,kworker/u48:1
"8,0",14,4716,8.406337260,944939,I,W,248051800,2560,kworker/u48:1
"8,0",14,4717,8.406339606,944939,D,W,248051800,2560,kworker/u48:1
"8,0",14,4718,8.406341107,944939,P,N,,,kworker/u48:1
"8,0",14,4719,8.406342750,944939,X,W,248056920,248059480,kworker/u48:1
"8,0",14,4720,8.406343370,944939,G,W,248056920,2560,kworker/u48:1
"8,0",14,4721,8.406343588,944939,U,N,,,kworker/u48:1
"8,0",14,4722,8.406343838,944939,I,W,248054360,2560,kworker/u48:1
"8,0",14,4723,8.406346031,944939,D,W,248054360,2560,kworker/u48:1
"8,0",14,4724,8.406347513,944939,P,N,,,kworker/u48:1
"8,0",14,4725,8.406348906,944939,X,W,248059480,248062040,kworker/u48:1
"8,0",14,4726,8.406349818,944939,UT,N,,,kworker/u48:1
"8,0",14,4727,8.406350055,944939,I,W,248056920,2560,kworker/u48:1
"8,0",14,4728,8.406365495,259,D,W,248056920,2560,kworker/14:1H
"8,0",14,4729,8.421243849,944939,G,W,248059480,2560,kworker/u48:1
"8,0",14,4730,8.421245099,944939,P,N,,,kworker/u48:1
"8,0",14,4731,8.421251587,944939,X,W,248062040,248064600,kworker/u48:1
"8,0",14,4732,8.421254182,944939,G,W,248062040,2560,kworker/u48:1
"8,0",14,4733,8.421254828,944939,U,N,,,kworker/u48:1
"8,0",14,4734,8.421255828,944939,I,W,248059480,2560,kworker/u48:1
"8,0",14,4735,8.421266074,944939,D,W,248059480,2560,kworker/u48:1
"8,0",14,4736,8.421272428,944939,P,N,,,kworker/u48:1
"8,0",14,4737,8.421274159,944939,X,W,248064600,248067160,kworker/u48:1
"8,0",14,4738,8.421274788,944939,G,W,248064600,2560,kworker/u48:1
"8,0",14,4739,8.421275019,944939,U,N,,,kworker/u48:1
"8,0",14,4740,8.421275298,944939,I,W,248062040,2560,kworker/u48:1
"8,0",14,4741,8.421278262,944939,D,W,248062040,2560,kworker/u48:1
"8,0",14,4742,8.421279821,944939,P,N,,,kworker/u48:1
"8,0",14,4743,8.421281636,944939,X,W,248067160,248069720,kworker/u48:1
"8,0",14,4744,8.421282246,944939,G,W,248067160,2560,kworker/u48:1
"8,0",14,4745,8.421282457,944939,U,N,,,kworker/u48:1
"8,0",14,4746,8.421282701,944939,I,W,248064600,2560,kworker/u48:1
"8,0",14,4747,8.421285970,944939,D,W,248064600,2560,kworker/u48:1
"8,0",14,4748,8.421287644,944939,P,N,,,kworker/u48:1
"8,0",14,4749,8.421289020,944939,X,W,248069720,248072280,kworker/u48:1
"8,0",14,4750,8.421289645,944939,G,W,248069720,2560,kworker/u48:1
"8,0",14,4751,8.421289869,944939,U,N,,,kworker/u48:1
"8,0",14,4752,8.421290108,944939,I,W,248067160,2560,kworker/u48:1
"8,0",14,4753,8.421292403,944939,D,W,248067160,2560,kworker/u48:1
"8,0",14,4754,8.421293681,944939,P,N,,,kworker/u48:1
"8,0",14,4755,8.421295561,944939,X,W,248072280,248074840,kworker/u48:1
"8,0",14,4756,8.421296533,944939,G,W,248072280,2560,kworker/u48:1
"8,0",14,4757,8.421296764,944939,U,N,,,kworker/u48:1
"8,0",14,4758,8.421296989,944939,I,W,248069720,2560,kworker/u48:1
"8,0",14,4759,8.421299041,944939,D,W,248069720,2560,kworker/u48:1
"8,0",14,4760,8.421300309,944939,P,N,,,kworker/u48:1
"8,0",14,4761,8.421302259,944939,X,W,248074840,248077400,kworker/u48:1
"8,0",14,4762,8.421303215,944939,UT,N,,,kworker/u48:1
"8,0",14,4763,8.421303450,944939,I,W,248072280,2560,kworker/u48:1
"8,0",14,4764,8.421318753,259,D,W,248072280,2560,kworker/14:1H
"8,0",10,2594,8.418638859,984300,C,W,248054360,2560,0
"8,0",10,2595,8.421165986,0,C,W,248056920,2560,0
"8,0",10,2596,8.423830220,0,C,W,248059480,2560,0
"8,0",10,2597,8.426300609,0,C,W,248062040,2560,0
"8,0",10,2598,8.428758030,0,C,W,248064600,2560,0
"8,0",10,2599,8.431307817,0,C,W,248067160,2560,0
"8,0",10,2600,8.433779469,0,C,W,248069720,2560,0
"8,0",10,2601,8.436243248,0,C,W,248072280,2560,0
"8,0",10,2602,8.438920200,0,C,W,248074840,2560,0
"8,0",10,2603,8.441378469,0,C,W,248077400,2560,0
"8,0",10,2604,8.464043293,0,C,W,248079960,2472,0
"8,0",10,2605,8.466498183,0,C,W,248082432,2560,0
"8,0",14,4765,8.436354356,944939,G,W,248074840,2560,kworker/u48:1
"8,0",14,4766,8.436356700,944939,P,N,,,kworker/u48:1
"8,0",14,4767,8.436367045,944939,X,W,248077400,248079960,kworker/u48:1
"8,0",14,4768,8.436370800,944939,G,W,248077400,2560,kworker/u48:1
"8,0",14,4769,8.436371941,944939,U,N,,,kworker/u48:1
"8,0",14,4770,8.436373572,944939,I,W,248074840,2560,kworker/u48:1
"8,0",14,4771,8.436387985,944939,D,W,248074840,2560,kworker/u48:1
"8,0",14,4772,8.436395977,944939,P,N,,,kworker/u48:1
"8,0",14,4773,8.436399272,944939,G,W,248079960,2472,kworker/u48:1
"8,0",14,4774,8.436399524,944939,U,N,,,kworker/u48:1
"8,0",14,4775,8.436399774,944939,I,W,248077400,2560,kworker/u48:1
"8,0",14,4776,8.436402232,944939,D,W,248077400,2560,kworker/u48:1
"8,0",14,4777,8.436403785,944939,P,N,,,kworker/u48:1
"8,0",14,4778,8.461568143,944939,Q,W,248082432,126880,kworker/u48:1
"8,0",14,4779,8.461568598,944939,X,W,248082432,248084992,kworker/u48:1
"8,0",14,4780,8.461568945,944939,G,W,248082432,2560,kworker/u48:1
"8,0",14,4781,8.461569066,944939,U,N,,,kworker/u48:1
"8,0",14,4782,8.461569226,944939,I,W,248079960,2472,kworker/u48:1
"8,0",14,4783,8.461570317,944939,D,W,248079960,2472,kworker/u48:1
"8,0",14,4784,8.461570857,944939,P,N,,,kworker/u48:1
"8,0",14,4785,8.461571277,944939,X,W,248084992,248087552,kworker/u48:1
"8,0",14,4786,8.461571452,944939,G,W,248084992,2560,kworker/u48:1
"8,0",14,4787,8.461571501,944939,U,N,,,kworker/u48:1
"8,0",14,4788,8.461571555,944939,I,W,248082432,2560,kworker/u48:1
"8,0",14,4789,8.461572373,944939,D,W,248082432,2560,kworker/u48:1
"8,0",14,4790,8.461572727,944939,P,N,,,kworker/u48:1
"8,0",14,4791,8.461573074,944939,X,W,248087552,248090112,kworker/u48:1
"8,0",14,4792,8.461573201,944939,G,W,248087552,2560,kworker/u48:1
"8,0",14,4793,8.461573266,944939,U,N,,,kworker/u48:1
"8,0",14,4794,8.461573337,944939,I,W,248084992,2560,kworker/u48:1
"8,0",14,4795,8.461573852,944939,D,W,248084992,2560,kworker/u48:1
"8,0",14,4796,8.461574170,944939,P,N,,,kworker/u48:1
"8,0",14,4797,8.461574638,944939,X,W,248090112,248092672,kworker/u48:1
"8,0",14,4798,8.461574780,944939,G,W,248090112,2560,kworker/u48:1
"8,0",14,4799,8.461574826,944939,U,N,,,kworker/u48:1
"8,0",14,4800,8.461574871,944939,I,W,248087552,2560,kworker/u48:1
"8,0",14,4801,8.461575370,944939,D,W,248087552,2560,kworker/u48:1
"8,0",14,4802,8.461575692,944939,P,N,,,kworker/u48:1
"8,0",14,4803,8.461576081,944939,X,W,248092672,248095232,kworker/u48:1
"8,0",14,4804,8.461576223,944939,G,W,248092672,2560,kworker/u48:1
"8,0",14,4805,8.461576270,944939,U,N,,,kworker/u48:1
"8,0",14,4806,8.461576315,944939,I,W,248090112,2560,kworker/u48:1
"8,0",14,4807,8.461576817,944939,D,W,248090112,2560,kworker/u48:1
"8,0",14,4808,8.461577086,944939,P,N,,,kworker/u48:1
"8,0",14,4809,8.461577601,944939,X,W,248095232,248097792,kworker/u48:1
"8,0",14,4810,8.461577848,944939,UT,N,,,kworker/u48:1
"8,0",14,4811,8.461577892,944939,I,W,248092672,2560,kworker/u48:1
"8,0",14,4812,8.461582282,259,D,W,248092672,2560,kworker/14:1H
"8,0",10,2606,8.468891215,0,C,W,248084992,2560,0
"8,0",10,2607,8.471393467,0,C,W,248087552,2560,0
"8,0",10,2608,8.473855246,0,C,W,248090112,2560,0
"8,0",10,2609,8.476355451,0,C,W,248092672,2560,0
"8,0",10,2610,8.478999383,0,C,W,248095232,2560,0
"8,0",10,2611,8.481563322,0,C,W,248097792,2560,0
"8,0",10,2612,8.484031598,0,C,W,248100352,2560,0
"8,0",10,2613,8.486390013,0,C,W,248102912,2560,0
"8,0",10,2614,8.488932435,0,C,W,248105472,2560,0
"8,0",10,2615,8.491409054,0,C,W,248108032,2560,0
"8,0",10,2616,8.494130540,0,C,W,248110592,2560,0
"8,0",10,2617,8.496595999,0,C,W,248113152,2560,0
"8,0",10,2618,8.499050451,0,C,W,248115712,2560,0
"8,0",10,2619,8.501516394,0,C,W,248118272,2560,0
"8,0",10,2620,8.503991413,0,C,W,248120832,2560,0
"8,0",10,2621,8.506438185,0,C,W,248123392,2560,0
"8,0",10,2622,8.509090031,0,C,W,248125952,2560,0
"8,0",10,2623,8.511550448,0,C,W,248128512,2560,0
"8,0",10,2624,8.514021963,0,C,W,248131072,2560,0
"8,0",10,2625,8.516483713,0,C,W,248133632,2560,0
"8,0",14,4813,8.476430101,944939,G,W,248095232,2560,kworker/u48:1
"8,0",14,4814,8.476431354,944939,P,N,,,kworker/u48:1
"8,0",14,4815,8.476437295,944939,X,W,248097792,248100352,kworker/u48:1
"8,0",14,4816,8.476439753,944939,G,W,248097792,2560,kworker/u48:1
"8,0",14,4817,8.476440469,944939,U,N,,,kworker/u48:1
"8,0",14,4818,8.476441524,944939,I,W,248095232,2560,kworker/u48:1
"8,0",14,4819,8.476451850,944939,D,W,248095232,2560,kworker/u48:1
"8,0",14,4820,8.476458461,944939,P,N,,,kworker/u48:1
"8,0",14,4821,8.476460593,944939,X,W,248100352,248102912,kworker/u48:1
"8,0",14,4822,8.476461476,944939,G,W,248100352,2560,kworker/u48:1
"8,0",14,4823,8.476461831,944939,U,N,,,kworker/u48:1
"8,0",14,4824,8.476462069,944939,I,W,248097792,2560,kworker/u48:1
"8,0",14,4825,8.476465590,944939,D,W,248097792,2560,kworker/u48:1
"8,0",14,4826,8.476468783,944939,P,N,,,kworker/u48:1
"8,0",14,4827,8.476469802,944939,X,W,248102912,248105472,kworker/u48:1
"8,0",14,4828,8.476470277,944939,G,W,248102912,2560,kworker/u48:1
"8,0",14,4829,8.476470453,944939,U,N,,,kworker/u48:1
"8,0",14,4830,8.476470643,944939,I,W,248100352,2560,kworker/u48:1
"8,0",14,4831,8.476472442,944939,D,W,248100352,2560,kworker/u48:1
"8,0",14,4832,8.476473748,944939,P,N,,,kworker/u48:1
"8,0",14,4833,8.476475070,944939,X,W,248105472,248108032,kworker/u48:1
"8,0",14,4834,8.476475580,944939,G,W,248105472,2560,kworker/u48:1
"8,0",14,4835,8.476475753,944939,U,N,,,kworker/u48:1
"8,0",14,4836,8.476475949,944939,I,W,248102912,2560,kworker/u48:1
"8,0",14,4837,8.476478048,944939,D,W,248102912,2560,kworker/u48:1
"8,0",14,4838,8.476479204,944939,P,N,,,kworker/u48:1
"8,0",14,4839,8.476480558,944939,X,W,248108032,248110592,kworker/u48:1
"8,0",14,4840,8.476481056,944939,G,W,248108032,2560,kworker/u48:1
"8,0",14,4841,8.476481235,944939,U,N,,,kworker/u48:1
"8,0",14,4842,8.476481431,944939,I,W,248105472,2560,kworker/u48:1
"8,0",14,4843,8.476483315,944939,D,W,248105472,2560,kworker/u48:1
"8,0",14,4844,8.476484368,944939,P,N,,,kworker/u48:1
"8,0",14,4845,8.476485626,944939,X,W,248110592,248113152,kworker/u48:1
"8,0",14,4846,8.476486389,944939,UT,N,,,kworker/u48:1
"8,0",14,4847,8.476486645,944939,I,W,248108032,2560,kworker/u48:1
"8,0",14,4848,8.476499466,259,D,W,248108032,2560,kworker/14:1H
"8,0",14,4849,8.491516321,944939,G,W,248110592,2560,kworker/u48:1
"8,0",14,4850,8.491518009,944939,P,N,,,kworker/u48:1
"8,0",14,4851,8.491555255,944939,X,W,248113152,248115712,kworker/u48:1
"8,0",14,4852,8.491558851,944939,G,W,248113152,2560,kworker/u48:1
"8,0",14,4853,8.491559820,944939,U,N,,,kworker/u48:1
"8,0",14,4854,8.491561078,944939,I,W,248110592,2560,kworker/u48:1
"8,0",14,4855,8.491575907,944939,D,W,248110592,2560,kworker/u48:1
"8,0",14,4856,8.491583701,944939,P,N,,,kworker/u48:1
"8,0",14,4857,8.491585563,944939,X,W,248115712,248118272,kworker/u48:1
"8,0",14,4858,8.491586371,944939,G,W,248115712,2560,kworker/u48:1
"8,0",14,4859,8.491586712,944939,U,N,,,kworker/u48:1
"8,0",14,4860,8.491586959,944939,I,W,248113152,2560,kworker/u48:1
"8,0",14,4861,8.491589838,944939,D,W,248113152,2560,kworker/u48:1
"8,0",14,4862,8.491591511,944939,P,N,,,kworker/u48:1
"8,0",14,4863,8.491593389,944939,X,W,248118272,248120832,kworker/u48:1
"8,0",14,4864,8.491593993,944939,G,W,248118272,2560,kworker/u48:1
"8,0",14,4865,8.491594225,944939,U,N,,,kworker/u48:1
"8,0",14,4866,8.491594480,944939,I,W,248115712,2560,kworker/u48:1
"8,0",14,4867,8.491597038,944939,D,W,248115712,2560,kworker/u48:1
"8,0",14,4868,8.491598688,944939,P,N,,,kworker/u48:1
"8,0",14,4869,8.491600571,944939,X,W,248120832,248123392,kworker/u48:1
"8,0",14,4870,8.491601176,944939,G,W,248120832,2560,kworker/u48:1
"8,0",14,4871,8.491601397,944939,U,N,,,kworker/u48:1
"8,0",14,4872,8.491601639,944939,I,W,248118272,2560,kworker/u48:1
"8,0",14,4873,8.491603804,944939,D,W,248118272,2560,kworker/u48:1
"8,0",14,4874,8.491605229,944939,P,N,,,kworker/u48:1
"8,0",14,4875,8.491607176,944939,X,W,248123392,248125952,kworker/u48:1
"8,0",14,4876,8.491607793,944939,G,W,248123392,2560,kworker/u48:1
"8,0",14,4877,8.491608041,944939,U,N,,,kworker/u48:1
"8,0",14,4878,8.491608366,944939,I,W,248120832,2560,kworker/u48:1
"8,0",14,4879,8.491610455,944939,D,W,248120832,2560,kworker/u48:1
"8,0",14,4880,8.491611796,944939,P,N,,,kworker/u48:1
"8,0",14,4881,8.491613512,944939,X,W,248125952,248128512,kworker/u48:1
"8,0",14,4882,8.491614507,944939,UT,N,,,kworker/u48:1
"8,0",14,4883,8.491614747,944939,I,W,248123392,2560,kworker/u48:1
"8,0",14,4884,8.491632419,259,D,W,248123392,2560,kworker/14:1H
"8,0",14,4885,8.506506042,944939,G,W,248125952,2560,kworker/u48:1
"8,0",14,4886,8.506508131,944939,P,N,,,kworker/u48:1
"8,0",14,4887,8.506515923,944939,X,W,248128512,248131072,kworker/u48:1
"8,0",14,4888,8.506518806,944939,G,W,248128512,2560,kworker/u48:1
"8,0",14,4889,8.506519475,944939,U,N,,,kworker/u48:1
"8,0",14,4890,8.506520673,944939,I,W,248125952,2560,kworker/u48:1
"8,0",14,4891,8.506533481,944939,D,W,248125952,2560,kworker/u48:1
"8,0",14,4892,8.506541648,944939,P,N,,,kworker/u48:1
"8,0",14,4893,8.506544727,944939,X,W,248131072,248133632,kworker/u48:1
"8,0",14,4894,8.506545966,944939,G,W,248131072,2560,kworker/u48:1
"8,0",14,4895,8.506546356,944939,U,N,,,kworker/u48:1
"8,0",14,4896,8.506546822,944939,I,W,248128512,2560,kworker/u48:1
"8,0",14,4897,8.506551325,944939,D,W,248128512,2560,kworker/u48:1
"8,0",14,4898,8.506554482,944939,P,N,,,kworker/u48:1
"8,0",14,4899,8.506556049,944939,X,W,248133632,248136192,kworker/u48:1
"8,0",14,4900,8.506556841,944939,G,W,248133632,2560,kworker/u48:1
"8,0",14,4901,8.506557229,944939,U,N,,,kworker/u48:1
"8,0",14,4902,8.506557578,944939,I,W,248131072,2560,kworker/u48:1
"8,0",14,4903,8.506561318,944939,D,W,248131072,2560,kworker/u48:1
"8,0",14,4904,8.506563086,944939,P,N,,,kworker/u48:1
"8,0",14,4905,8.506564667,944939,X,W,248136192,248138752,kworker/u48:1
"8,0",14,4906,8.506565320,944939,G,W,248136192,2560,kworker/u48:1
"8,0",14,4907,8.506565545,944939,U,N,,,kworker/u48:1
"8,0",14,4908,8.506565789,944939,I,W,248133632,2560,kworker/u48:1
"8,0",14,4909,8.506568159,944939,D,W,248133632,2560,kworker/u48:1
"8,0",14,4910,8.506569485,944939,P,N,,,kworker/u48:1
"8,0",14,4911,8.506571274,944939,X,W,248138752,248141312,kworker/u48:1
"8,0",14,4912,8.506571902,944939,G,W,248138752,2560,kworker/u48:1
"8,0",14,4913,8.506572217,944939,U,N,,,kworker/u48:1
"8,0",14,4914,8.506572555,944939,I,W,248136192,2560,kworker/u48:1
"8,0",14,4915,8.506574563,944939,D,W,248136192,2560,kworker/u48:1
"8,0",14,4916,8.506575860,944939,P,N,,,kworker/u48:1
"8,0",14,4917,8.506577253,944939,X,W,248141312,248143872,kworker/u48:1
"8,0",14,4918,8.506578034,944939,UT,N,,,kworker/u48:1
"8,0",14,4919,8.506578290,944939,I,W,248138752,2560,kworker/u48:1
"8,0",14,4920,8.506594246,259,D,W,248138752,2560,kworker/14:1H
"8,0",14,4921,8.521480383,944939,G,W,248141312,2560,kworker/u48:1
"8,0",14,4922,8.521481579,944939,P,N,,,kworker/u48:1
"8,0",14,4923,8.521488100,944939,X,W,248143872,248146432,kworker/u48:1
